Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,Molecule,Canonical SMILES,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,
Thymus vulgaris,m-Thymol,Cc1ccc(c(c1)O)C(C)C,C10H14O,150.22,11,6,0.4,1,1,1,48.01,20.23,2.32,3.3,2.82,2.76,2.79,2.8,-3.19,9.74E-02,6.49E-04,Soluble,-3.4,5.97E-02,3.98E-04,Soluble,-3.01,1.46E-01,9.71E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.87,0,1,0,0,2,0.55,0,0,1,1
Thymus vulgaris,Carvacrol,CC(c1ccc(c(c1)O)C)C,C10H14O,150.22,11,6,0.4,1,1,1,48.01,20.23,2.24,3.49,2.82,2.76,2.79,2.82,-3.31,7.40E-02,4.92E-04,Soluble,-3.6,3.79E-02,2.53E-04,Soluble,-3.01,1.46E-01,9.71E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.74,0,1,0,0,2,0.55,0,0,1,1
Thymus vulgaris,gamma-Eudesmol,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(O)(C)C,C15H26O,222.37,16,0,0.87,1,1,1,70.46,20.23,3.15,3.39,4.06,3.67,3.75,3.6,-3.29,1.14E-01,5.15E-04,Soluble,-3.49,7.13E-02,3.21E-04,Soluble,-3.41,8.57E-02,3.85E-04,Soluble,High,Yes,No,No,No,No,No,No,-5.25,0,0,0,0,1,0.55,0,1,1,3.88
Thymus vulgaris,alpha-Thujene,CC1=CC[C@@]2([C@H]1C2)C(C)C,C10H16,136.23,10,0,0.8,1,0,0,45.22,0,2.67,2.85,3,4.29,2.95,3.15,-2.41,5.25E-01,3.85E-03,Soluble,-2.51,4.22E-01,3.10E-03,Soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-5.11,1,1,0,0,2,0.55,1,1,1,3.99
Thymus vulgaris,Caffeic acid,OC(=O)/C=C/c1ccc(c(c1)O)O,C9H8O4,180.16,13,6,0,2,4,3,47.16,77.76,0.97,1.15,1.09,0.7,0.75,0.93,-1.89,2.32E+00,1.29E-02,Very soluble,-2.38,7.55E-01,4.19E-03,Soluble,-0.71,3.51E+01,1.95E-01,Soluble,High,No,No,No,No,No,No,No,-6.58,0,0,0,0,1,0.56,1,2,1,1.81
Thymus vulgaris,Taxifolin,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](C(=O)c2c(c1)O)O,C15H12O7,304.25,22,12,0.13,1,7,5,74.76,127.45,0.71,0.95,0.86,-0.64,0.66,0.51,-2.66,6.62E-01,2.18E-03,Soluble,-3.21,1.86E-01,6.12E-04,Soluble,-2.03,2.87E+00,9.42E-03,Soluble,High,No,No,No,No,No,No,No,-7.48,0,0,0,0,0,0.55,0,1,0,3.51
Thymus vulgaris,(+)-alpha-Pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.48,3,4.29,2.79,3.44,-3.51,4.24E-02,3.11E-04,Soluble,-4.2,8.59E-03,6.31E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.95,1,1,0,0,2,0.55,0,1,2,4.44
Thymus vulgaris,beta-Pinene,C=C1CC[C@H]2C[C@@H]1C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.59,4.16,3,4.29,3.08,3.42,-3.31,6.74E-02,4.95E-04,Soluble,-3.87,1.85E-02,1.36E-04,Soluble,-2.48,4.55E-01,3.34E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.18,1,1,0,0,2,0.55,0,1,2,3.73
Thymus vulgaris,Camphor,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,C10H16O,152.23,11,0,0.9,0,1,0,45.64,17.07,2.12,2.19,2.4,2.3,2.85,2.37,-2.16,1.04E+00,6.86E-03,Soluble,-2.18,1.00E+00,6.57E-03,Soluble,-2.6,3.83E-01,2.52E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.67,0,1,0,0,2,0.55,0,0,1,3.22
Thymus vulgaris,Bornyl acetate,CC(=O)O[C@H]1C[C@@H]2C([C@@]1(C)CC2)(C)C,C12H20O2,196.29,14,0,0.92,2,2,0,56.33,26.3,2.52,4.3,2.76,2.76,2.66,3,-3.63,4.56E-02,2.32E-04,Soluble,-4.57,5.34E-03,2.72E-05,Moderately soluble,-2.58,5.20E-01,2.65E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-4.44,0,0,0,0,1,0.55,0,0,2,3.64
Thymus vulgaris,(Z)-beta-Ocimene,C=C/C(=C\CC=C(C)C)/C,C10H16,136.23,10,0,0.4,3,0,0,48.76,0,2.91,4.26,3.48,3.56,2.88,3.42,-3.17,9.20E-02,6.75E-04,Soluble,-3.97,1.45E-02,1.07E-04,Soluble,-2.04,1.24E+00,9.10E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,2,2,3.63
Thymus vulgaris,beta-Myrcene,C=CC(=C)CCC=C(C)C,C10H16,136.23,10,0,0.4,4,0,0,48.76,0,2.89,4.17,3.48,3.56,3.05,3.43,-3.05,1.22E-01,8.96E-04,Soluble,-3.88,1.80E-02,1.32E-04,Soluble,-2.42,5.24E-01,3.85E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.17,0,1,0,0,2,0.55,0,2,2,2.85
Thymus vulgaris,Nerol,OC/C=C(\CCC=C(C)C)/C,C10H18O,154.25,11,0,0.6,4,1,1,50.4,20.23,2.75,3.56,2.67,2.59,2.35,2.78,-2.78,2.59E-01,1.68E-03,Soluble,-3.67,3.30E-02,2.14E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-4.71,0,1,0,0,2,0.55,0,1,2,2.58
Thymus vulgaris,alpha-Terpinolene,CC1=CCC(=C(C)C)CC1,C10H16,136.23,10,0,0.6,0,0,0,47.12,0,2.71,4.47,3.45,3.27,3.08,3.4,-3.5,4.30E-02,3.16E-04,Soluble,-4.19,8.80E-03,6.46E-05,Moderately soluble,-2.46,4.73E-01,3.48E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.96,0,1,0,0,2,0.55,0,1,2,2.98
Thymus vulgaris,trans-beta-Ocimene,C=C/C(=C/CC=C(C)C)/C,C10H16,136.23,10,0,0.4,3,0,0,48.76,0,2.8,4.26,3.48,3.56,2.88,3.4,-3.17,9.20E-02,6.75E-04,Soluble,-3.97,1.45E-02,1.07E-04,Soluble,-2.04,1.24E+00,9.10E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,1,2,2,3.63
Thymus vulgaris,Eriodictyol,Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,C15H12O6,288.25,21,12,0.13,1,6,4,73.59,107.22,1.62,2.02,1.89,0.16,1.56,1.45,-3.26,1.60E-01,5.54E-04,Soluble,-3.9,3.64E-02,1.26E-04,Soluble,-2.84,4.19E-01,1.45E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-6.62,0,0,0,0,0,0.55,0,1,0,3.11
Thymus vulgaris,Syringic acid,COc1cc(cc(c1O)OC)C(=O)O,C9H10O5,198.17,14,6,0.22,3,5,2,48.41,75.99,1.54,1.04,1.11,0.49,0.77,0.99,-1.84,2.84E+00,1.44E-02,Very soluble,-2.23,1.18E+00,5.94E-03,Soluble,-1.46,6.93E+00,3.50E-02,Soluble,High,No,No,No,No,No,No,No,-6.77,0,0,0,0,1,0.56,1,0,1,1.7
Thymus vulgaris,Labiatenic acid,O=C(O[C@@H](C(=O)O)Cc1ccc(c(c1)O)O)/C=C/c1ccc(c(c1)O)O,C18H16O8,360.31,26,12,0.11,7,8,5,91.4,144.52,1.48,2.36,1.65,0.9,1.5,1.58,-3.44,1.31E-01,3.63E-04,Soluble,-5.04,3.32E-03,9.22E-06,Moderately soluble,-2.17,2.41E+00,6.70E-03,Soluble,Low,No,No,No,No,No,No,No,-6.82,0,0,1,1,0,0.56,0,2,1,3.38
Thymus vulgaris,Borneol,O[C@H]1C[C@H]2C([C@]1(C)CC2)(C)C,C10H18O,154.25,11,0,1,0,1,1,46.6,20.23,2.39,2.72,2.19,2.45,2.27,2.4,-2.51,4.77E-01,3.09E-03,Soluble,-2.8,2.45E-01,1.59E-03,Soluble,-1.91,1.92E+00,1.24E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.31,0,1,0,0,2,0.55,0,0,1,3.43
Thymus vulgaris,Camphene,C=C1[C@H]2CC[C@@H](C1(C)C)C2,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.57,4.22,3,4.29,3.08,3.43,-3.34,6.18E-02,4.54E-04,Soluble,-3.93,1.60E-02,1.17E-04,Soluble,-2.48,4.55E-01,3.34E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.13,1,1,0,0,2,0.55,0,1,2,3.5
Thymus vulgaris,p-Cymene,Cc1ccc(cc1)C(C)C,C10H14,134.22,10,6,0.4,1,0,0,45.99,0,2.51,4.1,3.12,4.47,3.29,3.5,-3.63,3.12E-02,2.33E-04,Soluble,-3.81,2.10E-02,1.56E-04,Soluble,-3.57,3.58E-02,2.67E-04,Soluble,Low,Yes,No,No,No,No,Yes,No,-4.21,1,1,0,0,2,0.55,0,0,2,1
Thymus vulgaris,linalool,C=C[C@@](CCC=C(C)C)(O)C,C10H18O,154.25,11,0,0.6,4,1,1,50.44,20.23,2.71,2.97,2.67,2.59,2.35,2.66,-2.4,6.09E-01,3.95E-03,Soluble,-3.06,1.35E-01,8.75E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.13,0,1,0,0,2,0.55,0,1,1,2.74
Thymus vulgaris,Linalyl acetate,C=C[C@](OC(=O)C)(CCC=C(C)C)C,C12H20O2,196.29,14,0,0.58,6,2,0,60.17,26.3,3.11,3.93,3.24,2.95,2.98,3.24,-3.14,1.43E-01,7.30E-04,Soluble,-4.18,1.29E-02,6.58E-05,Moderately soluble,-2.52,5.97E-01,3.04E-03,Soluble,High,Yes,No,No,No,No,No,No,-4.71,0,0,0,0,1,0.55,0,1,2,2.75
Thymus vulgaris,alpha-Phellandrene,CC1=CC[C@@H](C=C1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.65,3.21,3.16,3.27,2.55,2.97,-2.64,3.11E-01,2.29E-03,Soluble,-2.88,1.79E-01,1.31E-03,Soluble,-1.78,2.27E+00,1.67E-02,Soluble,Low,Yes,No,No,No,No,No,No,-4.85,0,1,0,0,2,0.55,0,0,1,4.15
Thymus vulgaris,alpha-Terpinene,CC1=CC=C(CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.7,4.25,3.31,3.27,2.95,3.3,-3.3,6.89E-02,5.06E-04,Soluble,-3.96,1.49E-02,1.09E-04,Soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,0,2,3.63
Thymus vulgaris,gamma-Terpinene,CC1=CCC(=CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.73,4.5,3.31,3.27,2.95,3.35,-3.45,4.79E-02,3.52E-04,Soluble,-4.22,8.19E-03,6.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-3.94,0,1,0,0,2,0.55,0,1,2,3.11
Thymus vulgaris,Thymyl acetate,CC(=O)Oc1cc(C)ccc1C(C)C,C12H16O2,192.25,14,6,0.42,3,2,0,57.49,26.3,2.61,3.53,3.04,3.13,3.21,3.1,-3.38,8.11E-02,4.22E-04,Soluble,-3.77,3.29E-02,1.71E-04,Soluble,-3.69,3.95E-02,2.06E-04,Soluble,High,Yes,No,No,No,No,No,No,-4.97,0,0,0,0,1,0.55,0,1,2,1.72
Thymus vulgaris,beta-Cadinene,CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C,C15H24,204.35,15,0,0.73,1,0,0,69.04,0,3.36,4,4.58,4.63,3.73,4.06,-3.56,5.62E-02,2.75E-04,Soluble,-3.7,4.06E-02,1.99E-04,Soluble,-3.07,1.74E-01,8.51E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.71,1,0,0,0,1,0.55,0,1,2,4.35
Thymus vulgaris,beta-Caryophyllene,CC1=CCCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,C15H24,204.35,15,0,0.73,0,0,0,68.78,0,3.29,4.38,4.73,4.63,4.19,4.24,-3.87,2.78E-02,1.36E-04,Soluble,-4.1,1.64E-02,8.01E-05,Moderately soluble,-3.77,3.49E-02,1.71E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.44,1,0,0,0,1,0.55,0,1,2,4.51
Thymus vulgaris,Copaene,CC([C@H]1CC[C@@]2([C@@H]3[C@H]1[C@H]2C(=CC3)C)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.33,4.47,4.27,5.65,3.73,4.29,-3.86,2.84E-02,1.39E-04,Soluble,-4.19,1.32E-02,6.46E-05,Moderately soluble,-3.07,1.74E-01,8.51E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.37,1,0,0,0,1,0.55,0,1,2,4.62
Thymus vulgaris,beta-Cubebene,CC([C@@H]1CC[C@H]([C@]23[C@H]1[C@H]2C(=C)CC3)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.38,4.71,4.27,5.65,4.01,4.4,-4.01,2.00E-02,9.81E-05,Moderately soluble,-4.44,7.44E-03,3.64E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.2,1,0,0,0,1,0.55,0,1,2,4.24
Thymus vulgaris,alpha-Caryophyllene (obsol.),CC1=CCC(C)(C)C=CCC(=CCC1)C,C15H24,204.35,15,0,0.6,0,0,0,70.42,0,3.27,4.55,5.04,4.53,3.91,4.26,-3.97,2.17E-02,1.06E-04,Soluble,-4.27,1.09E-02,5.34E-05,Moderately soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,No,Yes,No,No,-4.32,1,0,0,0,1,0.55,0,1,2,3.66
Thymus vulgaris,Ursolic acid,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O,C30H48O3,456.7,33,0,0.9,1,3,2,136.91,57.53,3.95,7.34,7.09,5.82,5.46,5.93,-7.23,2.69E-05,5.89E-08,Poorly soluble,-8.38,1.92E-06,4.21E-09,Poorly soluble,-5.67,9.72E-04,2.13E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-3.87,1,3,0,1,1,0.85,1,1,2,6.21
Thymus vulgaris,Thymonin,COc1cc(ccc1O)c1cc(=O)c2c(o1)c(OC)c(c(c2O)O)OC,C18H16O8,360.31,26,16,0.17,4,8,3,93.47,118.59,3.07,2.58,2.6,-0.35,2.65,2.11,-3.89,4.63E-02,1.29E-04,Soluble,-4.72,6.88E-03,1.91E-05,Moderately soluble,-4.74,6.56E-03,1.82E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.67,0,0,0,0,0,0.55,0,1,1,3.53
Thymus vulgaris,(S)-beta-Bisabolene,CC(=CCCC(=C)[C@H]1CCC(=CC1)C)C,C15H24,204.35,15,0,0.6,4,0,0,70.68,0,3.67,6.43,5.04,4.53,4.5,4.83,-4.89,2.61E-03,1.28E-05,Moderately soluble,-6.22,1.22E-04,5.98E-07,Poorly soluble,-3.58,5.36E-02,2.62E-04,Soluble,Low,No,No,No,No,Yes,No,No,-2.98,1,0,0,0,2,0.55,0,1,2,3.9
Thymus vulgaris,(+)-Limonene,CC1=CC[C@@H](CC1)C(=C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.72,4.57,3.31,3.27,2.97,3.37,-3.5,4.33E-02,3.18E-04,Soluble,-4.29,6.93E-03,5.09E-05,Moderately soluble,-2.26,7.54E-01,5.53E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.89,0,1,0,0,2,0.55,0,1,2,3.46
Thymus vulgaris,beta-Phellendrene,CC([C@H]1CCC(=C)C=C1)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.65,3.44,3.16,3.27,2.84,3.07,-2.79,2.23E-01,1.64E-03,Soluble,-3.12,1.03E-01,7.57E-04,Soluble,-2.03,1.28E+00,9.42E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.69,0,1,0,0,2,0.55,0,0,1,3.73
Thymus vulgaris,beta-Caryophyllene oxide,C=C1CC[C@H]2O[C@@]2(CC[C@@H]2[C@@H]1CC2(C)C)C,C15H24O,220.35,16,0,0.87,0,1,0,68.27,12.53,3.15,3.56,3.94,3.67,4.07,3.68,-3.45,7.84E-02,3.56E-04,Soluble,-3.51,6.83E-02,3.10E-04,Soluble,-3.51,6.81E-02,3.09E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-5.12,0,0,0,0,1,0.55,0,2,2,4.35
Thymus vulgaris,Cirsilineol,COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(c(c1)OC)O,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,3.07,3.4,2.9,0.17,3.12,2.53,-4.33,1.62E-02,4.72E-05,Moderately soluble,-5.14,2.47E-03,7.16E-06,Moderately soluble,-5.33,1.63E-03,4.72E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.99,0,0,0,0,0,0.55,0,0,0,3.43
Thymus vulgaris,Oleanolic acid,O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@@]1([C@H]2CC=C2[C@@]1(C)CC[C@@]1([C@@H]2CC(C)(C)CC1)C(=O)O)C)C,C30H48O3,456.7,33,0,0.9,1,3,2,136.65,57.53,4.14,7.49,7.23,5.82,5.85,6.11,-7.32,2.16E-05,4.74E-08,Poorly soluble,-8.53,1.34E-06,2.94E-09,Poorly soluble,-6.12,3.45E-04,7.55E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-3.77,1,3,0,1,1,0.85,0,1,2,6.08
Thymus vulgaris,delta-Cadinol,CC1=C[C@H]2[C@H](CC1)[C@](C)(O)CC[C@H]2C(C)C,C15H26O,222.37,16,0,0.87,1,1,1,70.72,20.23,3.14,3.34,3.78,3.67,3.22,3.43,-3.26,1.23E-01,5.54E-04,Soluble,-3.44,8.04E-02,3.61E-04,Soluble,-2.73,4.10E-01,1.85E-03,Soluble,High,Yes,No,No,Yes,No,No,No,-5.29,0,0,0,0,1,0.55,0,1,1,4.29
Thymus vulgaris,L-Alloaromadendrene,C[C@@H]1CC[C@H]2[C@H]1[C@H]1[C@H](C1(C)C)CCC2=C,C15H24,204.35,15,0,0.87,0,0,0,67.14,0,3.27,4.71,4.27,5.65,3.8,4.34,-4.07,1.72E-02,8.43E-05,Moderately soluble,-4.44,7.44E-03,3.64E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.2,1,0,0,0,1,0.55,0,1,2,3.7
Thymus vulgaris,beta-Bourbonene,CC([C@@H]1CC[C@@]2([C@H]1[C@H]1C(=C)CC[C@@H]21)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.34,4.71,4.27,5.65,4.01,4.4,-4.01,2.00E-02,9.81E-05,Moderately soluble,-4.44,7.44E-03,3.64E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.2,1,0,0,0,1,0.55,0,1,2,3.94
Thymus vulgaris,alpha-Terpineol,CC1=CC[C@H](CC1)C(O)(C)C,C10H18O,154.25,11,0,0.8,1,1,1,48.8,20.23,2.09,3.39,2.5,2.3,2.17,2.49,-2.87,2.10E-01,1.36E-03,Soluble,-3.49,4.95E-02,3.21E-04,Soluble,-1.69,3.17E+00,2.06E-02,Soluble,High,Yes,No,No,No,No,No,No,-4.83,0,1,0,0,2,0.55,0,1,1,3.24
Thymus vulgaris,Borneol acetate,CC(=O)O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,C12H20O2,196.29,14,0,0.92,2,2,0,56.33,26.3,2.54,4.3,2.76,2.76,2.66,3,-3.63,4.56E-02,2.32E-04,Soluble,-4.57,5.34E-03,2.72E-05,Moderately soluble,-2.58,5.20E-01,2.65E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-4.44,0,0,0,0,1,0.55,0,0,2,3.64
Thymus vulgaris,gamma-Cadinene,CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,C15H24,204.35,15,0,0.73,1,0,0,69.04,0,3.33,4.31,4.58,4.63,4.01,4.17,-3.76,3.58E-02,1.75E-04,Soluble,-4.02,1.94E-02,9.47E-05,Moderately soluble,-3.32,9.83E-02,4.81E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.49,1,0,0,0,1,0.55,0,1,2,4.35
Thymus vulgaris,isosylvestrene,CC1=C[C@@H](CCC1)C(=C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.71,3.6,3.31,3.27,2.97,3.17,-2.89,1.77E-01,1.30E-03,Soluble,-3.29,7.04E-02,5.17E-04,Soluble,-2.26,7.54E-01,5.53E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.58,0,1,0,0,2,0.55,0,1,2,3.41
Thymus vulgaris,(-)-Carene(-)-3-Carene,CC1=CC[C@@H]2[C@H](C1)C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.38,3,4.29,2.79,3.42,-3.44,4.90E-02,3.60E-04,Soluble,-4.1,1.09E-02,8.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.02,1,1,0,0,2,0.55,0,1,2,3.84
